Announcement,Origin,Destination,Distance_Car-Peak,Time_Car-Peak,Earliesttime,Latesttime,Announcementtime,Starttime,Origin_Latitude,Origin_Longitude,Destination_Latitude,Destination_Longitude
14,23431,23431,8.43538968,9.3726552,777.2662742,806.6389294,732.098871,787.2662742,-37.97447145,145.0978049,-37.9607266,145.1371266
15,24974,22671,12.84692839,19.50384968,557.1040145,596.6078642,513.3383897,567.1040145,-37.91592206,145.1591305,-37.99170815,145.1670336
16,22174,22174,6.88502239,7.650024878,563.5166603,591.1666852,506.2254626,573.5166603,-38.13820748,145.1668148,-38.12886469,145.1399627
17,22674,24608,39.02808821,46.88906366,117.692846,184.5819097,122.358928,127.692846,-38.01432536,145.1741703,-37.81297498,144.9132933
18,20912,20911,7.110064815,10.60841152,844.7426293,875.3510409,848.636749,854.7426293,-37.95255058,145.0100307,-37.90508007,145.0128384
19,21616,21616,8.242109257,9.157899174,626.3626601,655.5205593,620.6205506,636.3626601,-37.9791619,145.2491042,-37.99097411,145.2457632
20,25715,25715,8.155752081,9.061946757,638.4806843,667.5426311,585.2800812,648.4806843,-37.67103406,145.174303,-37.65676091,145.1198752
21,27352,25901,6.230874584,12.61821709,625.5317833,658.1500004,632.6278144,635.5317833,-37.81318616,144.970695,-37.8629071,145.0057742
22,24412,24412,6.002118193,6.669020214,300.764298,327.4333182,305.4627537,310.764298,-37.8126473,145.2707989,-37.80300536,145.2661513
23,27351,21182,20.94809256,32.57986457,230.9723354,283.5522,181.7794989,240.9723354,-37.79757615,145.0106295,-37.77175185,144.7923152
24,27264,27264,8.797206715,9.774674128,770.0784315,799.8531056,771.5514691,780.0784315,-37.93400397,144.6628164,-37.93256212,144.7101258
25,20912,20911,7.110064815,10.60841152,626.489666,657.0980776,627.2491209,636.489666,-37.96614009,145.0303344,-37.91084267,145.0073283
26,24608,25902,5.993698058,11.88747515,909.1010563,940.9885314,890.7362343,919.1010563,-37.79879673,144.8998137,-37.83435192,144.913047
27,21112,21114,8.156205851,16.19956375,584.0062525,620.2058162,560.8876728,594.0062525,-37.84997251,145.1192141,-37.80824818,145.0297662
28,21113,21113,5.096558435,5.662842706,721.7894387,747.4522814,679.7038306,731.7894387,-37.83632834,145.0248669,-37.83636617,145.0593862
29,25341,25341,15.21394815,16.90438683,801.0023449,837.9067317,770.5938898,811.0023449,-38.30551196,145.1729248,-38.299459,145.1575394
30,25901,20911,6.244146296,10.61120679,685.3758434,715.9870501,677.7890325,695.3758434,-37.87051881,145.0024395,-37.9134965,144.9873177
31,21612,24974,23.45684294,30.99097438,708.739241,759.7302154,649.482072,718.739241,-38.01941745,145.3017386,-37.91050162,145.2192361
32,25252,25253,6.262453333,11.07335556,334.7623463,365.8357018,282.1404617,344.7623463,-37.73823448,144.996366,-37.70668435,144.8993829
33,21453,21453,8.666420412,9.629356013,697.2955397,726.9248957,677.2617881,707.2955397,-38.07460867,145.4464445,-38.08294783,145.5012854
34,24214,24608,21.11626568,33.11683271,288.3072042,341.4240369,290.359727,298.3072042,-37.78351887,145.1278754,-37.7978137,144.9072057
35,23275,23275,9.428344389,10.47593821,157.9487087,188.4246469,115.8846024,167.9487087,-37.5652238,144.7110368,-37.57003196,144.7326045
36,23673,24601,32.59186277,43.91067922,184.1557869,248.0664661,190.3802857,194.1557869,-37.86745839,145.2450138,-37.81846985,144.9467344
37,26981,26981,5.601152082,6.223502313,288.7557835,314.9792858,289.1462371,298.7557835,-37.81764946,145.1076176,-37.81761164,145.111826
38,21891,25252,7.852325641,14.64270513,830.8210746,865.4637798,774.5926431,840.8210746,-37.76948949,145.0255409,-37.74472514,144.9162051
39,22674,23672,24.12565655,33.80168527,655.5894619,709.3911472,606.7645149,665.5894619,-38.01029591,145.1785258,-37.85632194,145.2748883
40,23271,23271,9.461522169,10.51280241,275.4433026,305.956105,215.571352,285.4433026,-37.67801484,144.9145639,-37.6741722,144.920216
41,21111,27352,9.9541,19.57421987,411.4658306,451.0400504,365.9741592,421.4658306,-37.8021109,145.1081657,-37.8315681,145.0329017
42,25344,25344,16.67396633,18.52662925,457.8436298,496.370259,426.0303878,467.8436298,-38.38899273,144.9396976,-38.4080004,144.9425962
43,26985,23672,15.55013494,22.79619081,670.8657275,713.6619183,659.8119741,680.8657275,-37.82685654,145.1920838,-37.85984348,145.2461215
44,25901,25901,4.063423313,4.514914792,881.4489267,905.9638415,849.576889,891.4489267,-37.86453548,145.0279571,-37.8787743,144.9912755
45,23672,23672,7.742508692,8.602787435,738.4328487,767.0356361,720.0866524,748.4328487,-37.86143386,145.2698032,-37.85560248,145.2812809
46,25344,25344,16.67396633,18.52662925,331.5622396,370.0888688,302.415454,341.5622396,-38.40538924,144.9176685,-38.39148869,144.9499875
47,23271,21181,16.68711357,22.8020503,455.7303632,498.5324135,461.7232993,465.7303632,-37.66418887,144.9096364,-37.70131873,144.8148671
48,23434,21612,25.19606395,34.82302356,513.8248943,568.6479179,513.8234126,523.8248943,-38.03751638,145.1526181,-38.02485411,145.3273169
49,26352,21112,5.690484848,10.87897597,258.8843292,289.7633052,229.929985,268.8843292,-37.86612326,145.0418401,-37.8419112,145.0711938
50,20661,20661,6.620187375,7.35576375,613.7432173,641.098981,556.0905406,623.7432173,-37.74071213,145.0430763,-37.75075289,145.0646911
51,23431,22174,25.37667101,31.0146848,805.06911,856.0837948,775.4380524,815.06911,-37.97629397,145.0593538,-38.14301234,145.1126751
52,24974,26984,11.07335942,18.08404348,403.016409,441.1004525,351.8874676,413.016409,-37.90610461,145.1456285,-37.83912721,145.16749
53,25253,25252,6.261508147,11.23913926,244.7074915,275.9466308,220.4544802,254.7074915,-37.70766473,144.9566332,-37.72540411,144.9572277
54,23431,23431,8.43538968,9.3726552,280.7294224,310.1020776,224.2551321,290.7294224,-37.96308069,145.1086873,-37.97276283,145.0577578
55,27075,27075,7.142092347,7.935658163,259.4839566,287.4196148,260.9175035,269.4839566,-37.68304504,145.103875,-37.68187721,145.0937205
56,25063,20661,16.21677976,28.65490119,301.445549,350.1004502,296.5807343,311.445549,-37.76448936,144.9208072,-37.75313096,145.1029885
57,27351,24608,6.172677629,14.32191951,218.6213942,252.9433137,214.6667603,228.6213942,-37.78355507,144.9903301,-37.79951509,144.8996688
58,24605,25902,3.622506666,7.060469908,457.0500701,484.11054,399.5664702,467.0500701,-37.81464153,144.9447059,-37.84176838,144.9736363
59,20911,20912,7.113287551,10.52062654,659.2672743,689.7879008,601.146556,669.2672743,-37.90322239,144.9693372,-37.96329312,145.0136564
60,24214,24214,8.226967689,9.14107521,245.3783208,274.519396,217.7550631,255.3783208,-37.78166801,145.1088619,-37.78382105,145.1413736
61,26985,26981,5.897637183,10.09509132,403.09484,433.1899313,408.3520523,413.09484,-37.8233383,145.1645043,-37.83508713,145.1421558
62,27453,27453,14.79074134,16.43415704,710.5748372,747.0089943,699.8976042,720.5748372,-37.76306607,145.3795552,-37.77836331,145.3128405
63,24974,22674,15.26759399,21.93736004,145.6820555,187.6194155,118.5528327,155.6820555,-37.90280686,145.1708903,-38.02451303,145.2255653
64,27453,26981,27.64925766,40.18016937,231.7222164,291.9023857,196.0183152,241.7222164,-37.76253728,145.3230149,-37.82619808,145.131417
65,26981,24975,8.971047863,15.73325057,685.2888529,721.0221034,672.2214632,695.2888529,-37.83069934,145.1602957,-37.88683234,145.1627408
66,21613,22674,16.85236344,23.83428215,544.2719112,588.1061934,491.4400252,554.2719112,-38.10023296,145.2916368,-38.0233346,145.2127892
67,25252,27075,16.25087778,25.04239841,515.0797203,560.1221187,504.4521087,525.0797203,-37.72781924,144.9623012,-37.68195255,145.0515067
68,26985,26985,6.267397933,6.963775481,750.2051664,777.1689419,719.6956144,760.2051664,-37.82167376,145.1547789,-37.83241763,145.1958578
69,27453,24411,13.10933047,18.04415484,730.6098748,768.6540296,713.5609979,740.6098748,-37.77809891,145.3567356,-37.80715916,145.3257029
70,22311,22314,6.48499088,11.19271258,657.3011762,688.4938888,661.0798603,667.3011762,-37.88065087,145.0678819,-37.91285432,145.0549374
71,23431,22671,14.69920392,20.71781922,176.799733,217.5175522,136.374191,186.799733,-37.95803079,145.130452,-37.97856479,145.2129183
72,27264,27264,8.797206715,9.774674128,230.7863574,260.5610315,215.945493,240.7863574,-37.94242741,144.7201085,-37.94447636,144.6837945
73,27453,21453,56.7359362,61.0213132,132.2667757,213.2880889,135.3727326,142.2667757,-37.76612552,145.3291195,-38.07906384,145.4250609
74,24214,21892,16.67280071,30.32883841,402.4842048,452.8130432,394.8028939,412.4842048,-37.77214933,145.1288914,-37.72049022,144.9783655
75,26352,27075,31.96677201,52.74977418,768.5283034,841.2780775,774.0801584,778.5283034,-37.8571492,145.0081883,-37.66876735,145.0947359
76,26352,22314,8.219725253,14.85724647,487.6979831,522.5552295,477.6723072,497.6979831,-37.86669123,145.0205176,-37.9128164,145.0236057
77,21111,21111,5.6648858,6.294317555,651.2824589,677.5767765,639.931578,661.2824589,-37.79727222,145.0462153,-37.80392541,145.059708
78,25713,25713,9.672561225,10.74729025,710.5175241,741.2648143,699.3232286,720.5175241,-37.71202933,145.1601363,-37.70761783,145.2301237
79,25345,22174,16.25271644,17.80377928,249.9527988,287.7565781,234.2954016,259.9527988,-38.24158584,145.0922089,-38.13580505,145.1527356
80,23672,23672,7.742508692,8.602787435,882.0994383,910.7022257,886.2758456,892.0994383,-37.87048386,145.3192008,-37.85484516,145.2740166
81,25341,25345,19.80804613,21.41774139,909.5902963,951.0080377,909.9770184,919.5902963,-38.30118295,145.1568137,-38.25627291,145.0874217
82,24330,24330,6.066589641,6.740655157,640.5101353,667.2507905,607.2805076,650.5101353,-37.80195717,144.8832777,-37.79685481,144.835468
83,27075,27075,7.142092347,7.935658163,374.3417215,402.2773797,330.6143457,384.3417215,-37.67837371,145.0354045,-37.68123678,145.0287316
84,25715,25715,8.155752081,9.061946757,770.5893844,799.6513311,731.9709665,780.5893844,-37.65962307,145.1207461,-37.64930422,145.1230683
85,24975,21618,40.78292985,46.20513753,427.9753486,494.1804861,399.404489,437.9753486,-37.8793317,145.1566452,-38.16260001,145.3435375
86,24214,26985,9.795868687,16.01584451,288.8189021,324.8347466,264.8337697,298.8189021,-37.7798927,145.1004437,-37.83060176,145.1128292
87,24211,24211,9.779828706,10.86647634,472.7439422,503.6104186,445.3946697,482.7439422,-37.74000535,145.2505014,-37.75450179,145.1912462
88,27452,23672,13.11316443,18.67127679,541.339597,580.0108738,486.9410384,551.339597,-37.88336198,145.3549002,-37.865637,145.3241406
89,27261,27264,12.3723774,17.54916108,727.2300182,764.7791793,695.9840752,737.2300182,-37.84607358,144.730069,-37.94728417,144.7096918
90,21181,21182,11.83505735,16.48754197,911.2078315,947.6953734,887.1403416,921.2078315,-37.7121043,144.7818517,-37.7895085,144.8441543
91,27261,27261,10.96673987,12.18526652,471.6229809,503.8082474,466.5860461,481.6229809,-37.84754945,144.7242814,-37.8409648,144.6698777
92,24975,24975,7.005550782,7.783945313,457.1538281,484.9377734,419.7355901,467.1538281,-37.87796794,145.1289247,-37.8827032,145.1025104
93,24214,24214,8.226967689,9.14107521,730.7612686,759.9023438,723.0553306,740.7612686,-37.76731445,145.1603872,-37.77313142,145.143841
94,24601,21113,8.456946912,17.69833906,744.7777196,782.4760587,699.4328887,754.7777196,-37.81548248,144.991383,-37.8281575,144.9961491
95,22171,22171,10.05100484,11.16778316,438.6984987,469.8662819,444.4451814,448.6984987,-38.14550502,145.1831195,-38.12758138,145.2009792
96,27264,27261,12.43951079,17.81572479,470.0012103,507.8169351,417.4093414,480.0012103,-37.94754977,144.6662886,-37.84868474,144.6486082
97,26984,27453,21.78426222,31.6707,710.5418428,762.2125428,710.7301963,720.5418428,-37.82618781,145.230358,-37.76737196,145.3215614
98,24974,24974,8.789159547,9.76573283,886.1521088,915.9178416,850.2050907,896.1521088,-37.90568766,145.1566624,-37.90398192,145.1653734
99,27261,27261,10.96673987,12.18526652,630.0397576,662.2250242,603.5848829,640.0397576,-37.83453152,144.6914366,-37.83676425,144.6568556
100,22171,22174,10.35100912,14.22290105,501.3291678,535.5520689,462.0663936,511.3291678,-38.12525512,145.1951712,-38.142631,145.1377855
101,23673,23674,8.817166667,13.72626455,385.4607303,419.1869948,376.1033839,395.4607303,-37.86162612,145.2201801,-37.93263958,145.235476
102,24975,26985,7.862127841,13.45714205,399.9537972,433.4109393,394.7440529,409.9537972,-37.88902949,145.1324079,-37.83911363,145.1232803
103,23431,24608,24.56206402,40.32411955,485.595717,545.9198365,468.9259789,495.595717,-37.96851028,145.0805382,-37.81728517,144.9777926
104,22314,24608,17.97747977,32.40356198,257.3420119,309.7455739,218.2174204,267.3420119,-37.90997239,145.0798867,-37.8030313,144.9050316
105,25251,25251,5.27102963,5.856699589,683.1262795,708.9829791,631.2620421,693.1262795,-37.76263119,144.992557,-37.77418763,144.924861
106,24971,24971,5.994361,6.660401111,279.6731994,306.3336005,260.9638544,289.6731994,-37.90395236,145.0706738,-37.89864506,145.1303137
107,25345,23434,28.26706411,29.75305263,239.109982,288.8630346,212.8316541,249.109982,-38.24957958,145.0849556,-38.04725639,145.1153209
108,23434,25902,33.02163975,46.70097179,147.9316474,214.6326192,117.3831285,157.9316474,-38.0415874,145.1488448,-37.83000043,144.9547927
109,23673,23674,8.817166667,13.72626455,475.6315455,509.35781,421.9975486,485.6315455,-37.86776137,145.219454,-37.91982149,145.2969192
110,25065,25253,10.76406465,16.2290596,740.6884257,776.9174853,688.9290698,750.6884257,-37.74331295,144.8921381,-37.70004791,144.9098184
111,23275,23275,9.428344389,10.47593821,542.3545958,572.830534,512.6512254,552.3545958,-37.56402176,144.7129186,-37.55624606,144.7890568
112,24605,25065,16.56310525,21.89923956,572.5316368,614.4308763,551.9423301,582.5316368,-37.81104856,144.9736955,-37.74848334,144.8722897
113,24608,24608,8.974677865,9.971864294,567.2815009,597.2533652,540.3990278,577.2815009,-37.80715244,144.9235842,-37.80053593,144.9503985
114,25345,27351,73.1213056,72.40860102,345.8922534,438.3008544,340.9586482,355.8922534,-38.25837653,145.0832149,-37.7828748,144.9897501
115,27352,25901,6.230874584,12.61821709,775.2651224,807.8833395,761.0703912,785.2651224,-37.81398044,144.9865004,-37.86998864,144.9682226
116,25341,25341,15.21394815,16.90438683,242.5960009,279.5003878,204.8453543,252.5960009,-38.30133619,145.117044,-38.30593337,145.15304
117,22311,24601,12.2861681,23.07514774,232.9338958,276.0090436,229.3318524,242.9338958,-37.89228225,145.01712,-37.80727666,144.9283242
118,23672,24411,10.58292608,16.0937994,431.0276036,467.121403,427.2322907,441.0276036,-37.86154746,145.2809903,-37.80254748,145.2488486
119,25902,23434,32.84080718,46.08950718,205.0114179,271.1009251,156.7501399,215.0114179,-37.84366034,144.9924798,-38.04497358,145.1666952
120,25251,21892,9.535429012,18.87390741,371.5155931,410.3895005,347.7323789,381.5155931,-37.7641796,144.9909624,-37.73207066,145.0411578
121,26985,26985,6.267397933,6.963775481,711.363403,738.3271785,696.4321657,721.363403,-37.8192526,145.1129743,-37.8336282,145.1965836
122,24214,24214,8.226967689,9.14107521,703.1183529,732.2594281,692.2826709,713.1183529,-37.7693164,145.1641609,-37.774529,145.1657574
123,27351,27351,6.825442664,7.583825182,666.3320072,693.9158324,669.759915,676.3320072,-37.78351728,144.9904751,-37.78994203,145.0345538
124,27351,21891,5.017332506,10.77144789,429.9603994,460.7318472,371.7599943,439.9603994,-37.78669186,144.9810503,-37.77145341,144.9711631
125,27351,27351,6.825442664,7.583825182,257.7519609,285.3357861,219.0181836,267.7519609,-37.7869942,144.9785854,-37.78593601,144.9649558
126,25341,23434,31.85788557,33.417481,769.9114852,823.3289662,725.1479955,779.9114852,-38.30850013,145.131994,-38.05745297,145.135203
127,24605,24601,2.414109009,6.616913268,783.113109,809.7300222,777.5006501,793.113109,-37.81528448,144.975,-37.81291107,144.9436902
128,24601,25065,15.19047397,23.36262658,579.7982278,623.1608544,551.9945712,589.7982278,-37.80451618,144.932673,-37.74708695,144.8957601
129,25902,22314,14.884779,24.41764633,494.391225,538.8088714,495.7069325,504.391225,-37.82916797,144.9647943,-37.93010795,145.0530517
130,27351,24330,12.06628281,24.94826749,748.2967984,793.2450659,750.8338067,758.2967984,-37.79296544,144.9719156,-37.79863119,144.9097903
131,24608,25251,7.201004315,15.1962607,696.6058004,731.8020611,684.497973,706.6058004,-37.80034688,144.9547468,-37.76146044,144.9163084
132,25341,25341,15.21394815,16.90438683,325.7418766,362.6462634,315.3582649,335.7418766,-38.30156604,145.1427347,-38.30290689,145.1817786
133,22311,22311,6.427178,7.141308889,323.1694896,350.3107985,293.2477915,333.1694896,-37.87618018,145.0532335,-37.89281267,145.0242267
134,21112,24601,12.17837492,23.42155423,226.2388937,269.6604479,227.5613023,236.2388937,-37.84081366,145.0626343,-37.8091674,144.9502136
135,27261,27261,10.96673987,12.18526652,631.4317418,663.6170083,602.9696284,641.4317418,-37.84985786,144.6756654,-37.84395438,144.7183491
136,26981,24214,8.84103325,14.70324796,810.4355654,845.1388134,767.4926513,820.4355654,-37.8322502,145.132578,-37.77154497,145.1521141
137,23112,23112,4.561593817,5.068437574,512.3001983,537.3686359,514.1121439,522.3001983,-37.84890947,144.9142215,-37.846298,144.8879976
138,23674,24971,14.90864444,23.48055987,249.9806601,293.4612199,243.4364483,259.9806601,-37.916105,145.2642366,-37.91198913,145.1388752
139,22671,22671,7.175484661,7.972760734,598.4820602,626.4548209,598.8365387,608.4820602,-37.97704533,145.1880883,-37.98395889,145.1859102
140,25065,25063,7.010951516,11.0405974,332.1934554,363.2340528,325.1408395,342.1934554,-37.73753872,144.8404164,-37.74942314,144.9168945
141,20661,21891,6.682861538,12.28815224,463.5892371,495.8773893,456.3462522,473.5892371,-37.73852279,145.0794878,-37.77787391,144.9830538
142,22671,21181,61.54213965,59.30327915,795.5264415,874.8297207,769.6757076,805.5264415,-37.99482305,145.2338277,-37.71836446,144.8393391
143,21616,27264,65.5110445,69.14120164,768.4204602,857.5616619,775.8748655,778.4204602,-37.97946575,145.2906495,-37.94261713,144.6508082
144,21453,21453,8.666420412,9.629356013,260.2522153,289.8815714,229.5899912,270.2522153,-38.07757878,145.4864478,-38.07533216,145.4477537
145,21452,21453,23.60528084,23.18394048,70.00241173,113.1863522,79.58229816,80.00241173,-38.01260843,145.6029825,-38.07563679,145.4998307
146,24601,24974,26.72938604,35.09930356,755.0865509,810.1858544,730.2410401,765.0865509,-37.81068,144.995442,-37.90769663,145.1790205
147,27351,27351,6.825442664,7.583825182,259.0524828,286.636308,221.6172395,269.0524828,-37.78419754,145.0025097,-37.78899721,145.0175893
148,21112,24214,13.7466486,23.62344308,738.7448127,782.3682558,700.4676839,748.7448127,-37.84895065,145.0459504,-37.78227237,145.1593712
149,22174,22174,6.88502239,7.650024878,684.8665911,712.516616,652.5526054,694.8665911,-38.13263994,145.1534613,-38.12787321,145.1380757
150,23434,22174,14.54624448,17.42734586,356.8985786,394.3259245,300.0437178,366.8985786,-38.03584232,145.1520376,-38.13595758,145.1855387
151,25713,26351,28.16325396,50.07668513,202.6137401,272.6904253,183.2574561,212.6137401,-37.70905062,145.2131351,-37.84762721,145.0183538
152,24214,25622,75.08817459,77.69663833,3.610486081,101.3071244,12.89202932,13.61048608,-37.77252706,145.1129259,-37.28454239,145.436147
153,24975,24974,8.197839674,13.73234738,853.5822629,887.3146103,829.6281056,863.5822629,-37.88046816,145.1723197,-37.89670413,145.1864248
154,22311,23431,12.66383031,20.03992252,772.0862508,812.1261733,725.684061,782.0862508,-37.8773168,145.0105935,-37.96501712,145.1246481
155,27261,27261,10.96673987,12.18526652,242.3728739,274.5581405,226.4122143,252.3728739,-37.84516535,144.7047482,-37.85371783,144.7286221
156,26985,26985,6.267397933,6.963775481,599.7312886,626.6950641,572.8993084,609.7312886,-37.83809221,145.1652301,-37.83555756,145.1684235
157,25713,24211,14.04426808,22.7375679,754.3744566,797.1120245,735.1838952,764.3744566,-37.71172769,145.2034065,-37.74593228,145.2226166
158,20661,20661,6.620187375,7.35576375,476.739511,504.0952748,461.508856,486.739511,-37.75165882,145.088627,-37.74475108,145.0783273
159,21181,21181,8.393337,9.32593,570.1270697,599.4529997,560.2717689,580.1270697,-37.70976617,144.7969113,-37.71674286,144.7848926
160,21113,26352,6.205573887,11.95310587,374.7501298,406.7032357,316.1107819,384.7501298,-37.8338317,145.0756306,-37.86619899,145.0634527
161,24601,24330,9.124679078,17.95398447,783.0995585,821.0535429,731.8356539,793.0995585,-37.80436492,144.9851496,-37.79118552,144.875744
162,21616,22671,9.193147783,14.64231681,289.6469632,324.28928,296.0552883,299.6469632,-37.98292206,145.3024158,-37.99045459,145.2300524
163,27075,27075,7.142092347,7.935658163,655.8555543,683.7912125,653.8903527,665.8555543,-37.66944544,145.0673187,-37.67924017,145.027426
164,25341,25341,15.21394815,16.90438683,258.7204064,295.6247932,261.6715084,268.7204064,-38.31543421,145.136058,-38.31014745,145.1826495
165,24974,24974,8.789159547,9.76573283,147.09663,176.8623628,125.3974998,157.09663,-37.8964767,145.2201072,-37.90356497,145.1935388
166,22174,22174,6.88502239,7.650024878,284.4958275,312.1458524,253.2031775,294.4958275,-38.13290688,145.1210936,-38.13050445,145.1190615
167,23431,23431,8.43538968,9.3726552,620.780324,650.1529792,565.8566334,630.780324,-37.97204142,145.111154,-37.97978714,145.1147814
168,27261,27261,10.96673987,12.18526652,515.7949885,547.980255,471.3803977,525.7949885,-37.83729405,144.6901344,-37.83998089,144.6723375
169,20661,20661,6.620187375,7.35576375,668.2517406,695.6075043,654.5777842,678.2517406,-37.74259949,145.1006674,-37.7418068,145.0501846
170,25252,20661,11.212295,19.93362112,203.3659146,243.2995357,149.1467441,213.3659146,-37.73438537,144.969694,-37.75626398,145.1066151
171,21114,21114,6.010686571,6.678540634,459.1011999,485.7797406,425.8138086,469.1011999,-37.80775678,145.0275906,-37.7933928,145.0568884
172,27075,27075,7.142092347,7.935658163,371.6814147,399.6170729,330.5251211,381.6814147,-37.66500015,145.0378706,-37.67117836,145.074572
173,27453,22311,42.34680587,63.10220964,147.7557128,230.8579224,144.2685419,157.7557128,-37.7777212,145.3740319,-37.89451759,145.0513481
174,22674,22674,11.2754013,12.52822367,685.1883358,717.7165594,666.3040833,695.1883358,-38.01881098,145.1698148,-38.01478153,145.142375
175,25252,25252,6.046701332,6.718557036,627.5774934,654.2960504,579.8480987,637.5774934,-37.73023437,144.9240327,-37.73076268,144.9373687
176,21113,23431,19.02658691,32.09686198,740.043441,792.140303,695.2303133,750.043441,-37.82687135,145.0492335,-37.97804055,145.1194246
177,27351,24330,12.06628281,24.94826749,265.8610356,310.8093031,266.3898964,275.8610356,-37.79553534,144.9684357,-37.78940914,144.900663
178,21612,22674,17.09160703,24.88533195,116.3958986,161.2812305,59.6177247,126.3958986,-38.02474006,145.301448,-38.00911749,145.1587808
179,24411,23274,58.16910314,74.19175085,637.9889102,732.1806611,611.7898984,647.9889102,-37.79098045,145.2491391,-37.58843351,144.8742762
180,22174,22171,10.34635933,14.16207479,782.8196948,816.9817696,742.1907729,792.8196948,-38.12913163,145.164057,-38.1383737,145.1617749
181,24975,24601,20.52272822,31.44629972,402.5315503,453.97785,385.4507669,412.5315503,-37.88338507,145.1403903,-37.81431022,144.9265846
182,27453,23672,19.81507569,26.98204235,710.4051001,757.3871424,656.5889325,720.4051001,-37.77632368,145.3731599,-37.86378156,145.2519329
183,25252,25252,6.046701332,6.718557036,609.3603001,636.0788572,559.4789981,619.3603001,-37.74234775,144.9276566,-37.73868732,144.959837
184,20661,20661,6.620187375,7.35576375,317.3410191,344.6967829,278.5550867,327.3410191,-37.75407464,145.0871763,-37.74980921,145.0366935
185,20911,20911,3.944466667,4.382740741,879.9296531,904.3123939,882.5117927,889.9296531,-37.91232123,144.9790525,-37.92244369,145.031254
186,24975,24974,8.197839674,13.73234738,202.2213857,235.953733,192.980464,212.2213857,-37.8913403,145.1408257,-37.90254153,145.1668252
187,21181,21181,8.393337,9.32593,636.3056287,665.6315587,641.5649481,646.3056287,-37.71108609,144.8153015,-37.70463737,144.8371671
188,27264,23111,15.50609543,21.91164739,127.8561044,169.7677518,93.59156983,137.8561044,-37.94933311,144.6528336,-37.85768266,144.8157381
189,23431,23431,8.43538968,9.3726552,259.1386035,288.5112587,219.6852832,269.1386035,-37.96756105,145.0869225,-37.97967323,145.0567421
190,21616,23672,21.13945747,30.95256626,229.916113,280.8686793,179.4465219,239.916113,-37.97756668,145.2626137,-37.85950269,145.2583256
191,20661,20661,6.620187375,7.35576375,256.5098596,283.8656233,210.8167116,266.5098596,-37.75097937,145.0829694,-37.75282898,145.0735401
192,27453,27453,14.79074134,16.43415704,655.6723535,692.1065105,643.1185149,665.6723535,-37.7697893,145.3765028,-37.76824069,145.3507763
193,22174,22174,6.88502239,7.650024878,880.068053,907.7180779,831.4826697,890.068053,-38.13885575,145.1672502,-38.12840709,145.120513
194,20912,20912,6.331585937,7.035095486,166.5305432,193.5656387,122.6515179,176.5305432,-37.95794083,145.0600648,-37.96929073,144.9853762
195,27453,27453,14.79074134,16.43415704,429.8662102,466.3003672,402.1754186,439.8662102,-37.76740973,145.3403113,-37.7742085,145.3094975
196,23431,22314,8.237303667,12.75182033,334.5582266,367.3100469,284.3752783,344.5582266,-37.97295268,145.0815539,-37.92627802,145.0415925
197,24654,24654,13.82817148,15.36463498,317.1967306,352.5613656,294.9934274,327.1967306,-37.68833827,144.617803,-37.69696849,144.5965462
198,22674,22311,24.32679515,33.20383854,672.4495419,725.6533804,668.5850271,682.4495419,-38.02363871,145.2190321,-37.89383562,145.0442414
199,26985,24412,10.61837304,16.27712226,626.8566061,663.1337283,619.4445264,636.8566061,-37.82920203,145.150134,-37.81302542,145.2715251
