Announcement,Origin,Destination,Distance_Car-Peak,Time_Car-Peak,Earliesttime,Latesttime,Announcementtime,Starttime,Origin_Latitude,Origin_Longitude,Destination_Latitude,Destination_Longitude
21,23275,23112,47.64818089,48.090182,627.8749927,695.9651747,586.6619433,637.8749927,-37.56120447,144.7075628,-37.84099936,144.8585862
22,25345,25345,8.951060942,9.945623269,793.0895575,823.0351808,788.8238353,803.0895575,-38.23753159,145.0256243,-38.25133897,145.0217076
23,20661,24214,11.28948393,20.11300695,739.769955,779.8829619,745.8460384,749.769955,-37.74954498,145.0593237,-37.77120502,145.1706922
24,27351,25902,8.439638277,19.28259355,817.3342251,856.6168187,775.7145258,827.3342251,-37.78941293,145.0389037,-37.83998995,144.9314557
25,20662,20662,13.75727637,15.28586263,345.6389422,380.9248048,354.7476013,355.6389422,-37.71167853,145.1031756,-37.71839129,145.1384364
26,21112,21112,5.633462783,6.259403092,260.9741651,287.2335682,238.5541889,270.9741651,-37.84395492,145.1119603,-37.85489255,145.0366655
27,25344,25344,16.67396633,18.52662925,654.0955335,692.6221628,624.7002641,664.0955335,-38.38799435,144.9352048,-38.40051253,144.9476687
28,21892,21892,7.437422687,8.263802986,342.7001463,370.9639493,308.5475511,352.7001463,-37.71483203,144.9956225,-37.71886821,144.9928672
29,21181,24601,24.92532823,31.63575299,190.735628,242.371381,146.9525973,200.735628,-37.71153863,144.8354294,-37.80999933,144.9451399
30,21613,21613,8.653800239,9.615333599,804.5808612,834.1961948,789.277023,814.5808612,-38.09539525,145.2495064,-38.08332003,145.2930896
31,23431,23431,8.43538968,9.3726552,645.3794826,674.7521378,636.1692263,655.3794826,-37.95822063,145.0567421,-37.97188954,145.0766205
32,27071,27076,17.4270962,22.77097864,684.1398426,726.9108213,641.5784413,694.1398426,-37.52572182,145.0625264,-37.67628283,145.0196811
33,25251,24605,8.44273073,18.2085966,214.1096314,252.318228,179.7792369,224.1096314,-37.77252592,144.9553024,-37.81887745,144.9567366
34,22311,24601,12.2861681,23.07514774,119.0964003,162.171548,96.39818452,129.0964003,-37.87629384,145.016975,-37.80799514,144.9929776
35,26985,26984,6.07016288,9.816648484,514.2196127,544.0362612,491.6743954,524.2196127,-37.83654115,145.1906322,-37.82562029,145.2168552
36,20662,20662,13.75727637,15.28586263,810.3267709,845.6126335,767.5226251,820.3267709,-37.70986835,145.1467075,-37.7087747,145.0931632
37,20912,20912,6.331585937,7.035095486,650.0126056,677.047701,629.529325,660.0126056,-37.96769643,145.0430967,-37.96249597,145.0372957
38,24411,26984,12.15811075,19.16934301,448.7772817,487.9466247,432.9985604,458.7772817,-37.79048904,145.2520448,-37.83871103,145.2296321
39,25063,21181,15.21152567,19.70844274,231.5275714,271.2360141,184.0931129,241.5275714,-37.76396073,144.9199377,-37.71632803,144.834995
40,24654,24654,13.82817148,15.36463498,750.0181382,785.3827732,750.8359187,760.0181382,-37.69451886,144.5768799,-37.69399125,144.6324081
41,27453,26981,27.64925766,40.18016937,135.7858298,195.9659992,137.2809891,145.7858298,-37.76472799,145.3833342,-37.81587165,145.1225648
42,25902,25902,4.512448559,5.013831732,770.573597,795.5874287,729.574481,780.573597,-37.84063321,144.9249329,-37.84748209,144.9208743
43,23431,20911,11.24188024,16.73845976,258.5535506,295.2920103,267.5366243,268.5535506,-37.95981534,145.0748794,-37.91978986,144.9678872
44,21613,21613,8.653800239,9.615333599,246.83375,276.4490836,235.2828775,256.83375,-38.0829772,145.3003535,-38.09398584,145.3204017
45,22174,22174,6.88502239,7.650024878,317.7392448,345.3892696,323.327369,327.7392448,-38.13401276,145.168992,-38.14072431,145.1286412
46,26985,24214,9.782415584,15.95835246,734.7332611,770.6916136,726.597496,744.7332611,-37.82322481,145.1139904,-37.7661435,145.1705471
47,22314,22311,6.483858805,11.28122956,485.3547114,516.6359409,485.0654177,495.3547114,-37.92741562,145.0434782,-37.89016056,145.0226313
48,27453,25345,72.94700351,74.7689544,444.3568197,539.1257741,409.0893954,454.3568197,-37.76680539,145.3497589,-38.24996206,145.0942398
49,25345,25345,8.951060942,9.945623269,401.7748939,431.7205172,359.7532095,411.7748939,-38.24334523,145.0257694,-38.25080351,145.0492698
50,21891,21891,5.076000888,5.640000987,354.8665821,380.5065831,360.3601904,364.8665821,-37.7747392,145.0174205,-37.76695905,144.9908842
51,23275,23275,9.428344389,10.47593821,416.2840233,446.7599615,410.0819084,426.2840233,-37.57221066,144.7754504,-37.56991927,144.7810956
52,25344,25344,16.67396633,18.52662925,598.5601439,637.0867732,595.5237204,608.5601439,-38.41018916,144.9476687,-38.40354608,144.9007118
53,23673,23672,7.766040179,12.07856548,538.6722704,570.7508359,505.5834176,548.6722704,-37.86802647,145.1861972,-37.87605017,145.3119365
54,20661,24214,11.28948393,20.11300695,572.0306252,612.1436321,514.1934865,582.0306252,-37.7424485,145.0330668,-37.77177161,145.1108939
55,22174,22174,6.88502239,7.650024878,253.9925313,281.6425562,223.1532131,263.9925313,-38.13424156,145.1669599,-38.12337342,145.1299475
56,24214,24214,8.226967689,9.14107521,850.143679,879.2847542,809.4393939,860.143679,-37.76629459,145.1098779,-37.7826501,145.1174252
57,26352,25901,7.118748485,12.69466515,402.9214262,435.6160914,350.3115686,412.9214262,-37.87468079,145.0419851,-37.87392704,144.9596684
58,24975,24971,6.766257639,11.57800659,640.4414745,672.0194811,618.0094821,650.4414745,-37.8925904,145.1125246,-37.9061511,145.073576
59,25345,22174,16.25271644,17.80377928,174.2466871,212.0504664,133.8160245,184.2466871,-38.25447528,145.1012028,-38.12783508,145.1473651
60,25341,23431,42.22574568,46.60142049,370.0757862,436.6772067,314.3919802,380.0757862,-38.29965055,145.1206727,-37.97511692,145.1197148
61,24608,24975,22.60158495,33.2952041,841.1976391,894.4928432,848.3508447,851.1976391,-37.79762466,144.9518479,-37.87918017,145.1300858
62,21113,26984,15.71190556,26.22742963,373.8776275,420.1050572,376.8445267,383.8776275,-37.82951931,145.0139889,-37.83511675,145.1737332
63,27351,27351,6.825442664,7.583825182,374.484541,402.0683661,340.7266024,384.484541,-37.78710758,144.9619108,-37.78279921,144.9975799
64,26984,26985,6.06136288,9.93004697,266.3115272,296.2415741,241.7202256,276.3115272,-37.82845788,145.217436,-37.8382057,145.1820681
65,27261,27261,10.96673987,12.18526652,645.1596032,677.3448698,642.8612118,655.1596032,-37.83763463,144.6669839,-37.84766298,144.6931729
66,25251,25251,5.27102963,5.856699589,173.5282067,199.3849063,151.5966694,183.5282067,-37.7665211,144.9987902,-37.76251789,144.9379073
67,23112,23111,8.879696221,11.36534858,478.32867,509.6940186,447.2800607,488.32867,-37.83853928,144.8682934,-37.84935408,144.7867758
68,24974,24974,8.789159547,9.76573283,654.6055193,684.3712521,641.9138878,664.6055193,-37.91285174,145.1794561,-37.89700737,145.169874
69,25252,25252,6.046701332,6.718557036,292.9211979,319.6397549,242.5388262,302.9211979,-37.72630979,144.91635,-37.73815901,144.9502698
70,25715,20662,13.35895169,18.88528382,713.9814547,752.8667385,675.6209856,723.9814547,-37.66459419,145.1661751,-37.7019488,145.1243611
71,22311,24971,9.030529138,15.36730587,502.9260306,538.2933365,485.1596692,512.9260306,-37.89591942,145.0703475,-37.91691734,145.1137713
72,26984,26984,6.234636,6.927373333,644.7808732,671.7082466,630.0469269,654.7808732,-37.83685714,145.1958024,-37.82891189,145.1972543
73,22174,22671,22.99255723,25.8455472,712.7881205,758.6336677,682.3579873,722.7881205,-38.1421734,145.104692,-37.99603862,145.1690665
74,21453,21453,8.666420412,9.629356013,823.4927711,853.1221271,822.0454738,833.4927711,-38.08816456,145.4449899,-38.08530869,145.4762652
75,21612,21612,9.734935752,10.81659528,832.6714945,863.4880898,825.3488742,842.6714945,-38.01778265,145.3034826,-38.02896012,145.3659749
76,27453,27453,14.79074134,16.43415704,257.6768214,294.1109785,201.1865153,267.6768214,-37.76725865,145.3122592,-37.76737196,145.3685087
77,25063,25063,5.630719347,6.25635483,275.6104288,301.8667836,245.7578318,285.6104288,-37.75225514,144.8767531,-37.76316777,144.9442834
78,24601,24601,3.533588058,3.926208953,682.9323893,706.8585982,650.107889,692.9323893,-37.82168412,145.0044297,-37.80372207,145.0037049
79,24214,26985,9.795868687,16.01584451,845.5340765,881.549921,835.361623,855.5340765,-37.76361274,145.1460181,-37.84074034,145.145489
80,25344,25344,16.67396633,18.52662925,600.0275683,638.5541976,556.9446356,610.0275683,-38.40032053,144.9128858,-38.38929993,144.9317265
81,21892,21892,7.437422687,8.263802986,571.6934223,599.9572253,533.9006387,581.6934223,-37.73063725,145.0269462,-37.72709145,144.999828
82,24654,24654,13.82817148,15.36463498,700.7611871,736.1258221,656.1137236,710.7611871,-37.68860208,144.6156339,-37.69629013,144.6331311
83,25063,25063,5.630719347,6.25635483,350.6952488,376.9516036,352.5337377,360.6952488,-37.76781224,144.9523986,-37.75788137,144.8890709
84,21892,27075,9.755428571,16.89677513,577.1636151,614.0603903,524.9305165,587.1636151,-37.71886821,144.9953325,-37.66157199,145.1030046
85,21892,21892,7.437422687,8.263802986,541.7891643,570.0529673,540.9749069,551.7891643,-37.72705373,145.0505839,-37.72946789,144.9847463
86,20912,20912,6.331585937,7.035095486,812.9690214,840.0041168,788.6383654,822.9690214,-37.95122199,145.0561491,-37.96226822,144.9837809
87,26981,24214,8.84103325,14.70324796,261.1440496,295.8472975,203.649954,271.1440496,-37.82786241,145.114293,-37.76195075,145.1589358
88,27453,27453,14.79074134,16.43415704,507.6262195,544.0603765,462.5787638,517.6262195,-37.77432182,145.3324625,-37.76208402,145.3493228
89,25902,25902,4.512448559,5.013831732,345.8877414,370.9015731,334.7040091,355.8877414,-37.83030314,144.9792893,-37.83533574,144.9682731
90,23673,23673,7.21150408,8.012782311,260.9159222,288.9287045,238.0635857,270.9159222,-37.86120952,145.1832927,-37.87980464,145.2322339
91,25252,21892,7.524224691,13.77858519,369.4039947,403.1825799,353.0225931,379.4039947,-37.73944205,144.9879585,-37.72271578,144.9834411
92,24975,24975,7.005550782,7.783945313,471.2939139,499.0778592,453.9964706,481.2939139,-37.87141435,145.1138308,-37.88315778,145.1551939
93,26985,26985,6.267397933,6.963775481,478.4902239,505.4539993,459.3495973,488.4902239,-37.83396868,145.14636,-37.82288433,145.1465051
94,25251,25718,38.94259028,53.13185648,388.232246,461.3641025,389.693584,398.232246,-37.76414183,144.9453002,-37.5912714,145.2576987
95,26351,20661,15.17245659,31.64648702,640.1972875,691.8437745,613.8946386,650.1972875,-37.85209301,144.9635421,-37.73957971,145.0629504
96,25902,23674,34.40811,41.38268444,683.4016469,744.7843313,682.5912034,693.4016469,-37.83575197,144.9642145,-37.93172942,145.2563928
97,22671,22671,7.175484661,7.972760734,335.9520419,363.9248027,301.6265471,345.9520419,-37.98996077,145.1831513,-37.99102439,145.1785048
98,26352,22311,5.13454717,9.198374883,741.3295888,770.5279637,696.9094499,751.3295888,-37.85892886,145.0868059,-37.89023634,145.0111736
99,26984,26984,6.234636,6.927373333,661.5692822,688.4966556,602.5531372,671.5692822,-37.82535545,145.1496314,-37.83379254,145.2027716
100,23673,23674,8.817166667,13.72626455,388.4141054,422.14037,372.6176559,398.4141054,-37.87416172,145.2153877,-37.9229312,145.2549403
101,23275,23275,9.428344389,10.47593821,261.520278,291.9962163,209.4608819,271.520278,-37.55478107,144.7880436,-37.56180549,144.7808061
102,23674,22674,15.65929418,23.10883333,682.985486,726.0943193,646.1888639,692.985486,-37.93256373,145.286606,-38.00953564,145.1886886
103,21111,21111,5.6648858,6.294317555,853.4951017,879.7894193,803.8672005,863.4951017,-37.80770563,145.0717499,-37.80150607,145.0569515
104,24330,23112,7.67179216,12.21970194,412.5249642,444.7446661,392.5730685,422.5249642,-37.79700599,144.9147161,-37.8484553,144.9223349
105,27351,27351,6.825442664,7.583825182,843.6962637,871.2800889,794.5935845,853.6962637,-37.79614003,144.9695956,-37.8024514,144.9962749
106,24975,24214,15.08254142,25.2697123,795.745764,841.0154763,783.7687644,805.745764,-37.88603681,145.1598382,-37.76746554,145.1503724
107,21891,21891,5.076000888,5.640000987,226.8020329,252.4420338,182.0433888,236.8020329,-37.77504134,144.9768184,-37.77560785,145.00756
108,23431,23431,8.43538968,9.3726552,316.2379594,345.6106146,289.5018161,326.2379594,-37.98039464,145.0738637,-37.96532087,145.1301618
109,25713,20662,12.68990407,18.90915666,760.6736775,799.5828341,724.5691712,770.6736775,-37.70026532,145.2430467,-37.71265905,145.1440956
110,24214,24975,15.08981821,25.3651813,176.3123713,221.6775526,153.3433803,186.3123713,-37.77090284,145.1299074,-37.87452068,145.1315371
111,20912,20912,6.331585937,7.035095486,620.614016,647.6491115,621.7140947,630.614016,-37.95653633,145.0229381,-37.96492538,145.0024893
112,24971,22314,8.283953888,14.34612222,699.705163,734.0512852,658.6558114,709.705163,-37.91176167,145.1484524,-37.9143332,145.0341947
113,27267,27267,12.79566636,14.21740707,471.4736892,505.6910963,433.8857392,481.4736892,-37.87271294,144.536387,-37.87252354,144.5845204
114,23431,24601,22.58002169,37.56316315,401.8017277,459.3648908,408.141359,411.8017277,-37.96630807,145.0811186,-37.80447836,144.9635502
115,25715,25715,8.155752081,9.061946757,260.2969307,289.3588775,203.0160249,270.2969307,-37.66233459,145.1010069,-37.66474483,145.1075383
116,21181,21181,8.393337,9.32593,711.3695219,740.6954519,702.9268702,721.3695219,-37.7006022,144.7992282,-37.71033185,144.815736
117,25341,25341,15.21394815,16.90438683,289.8536243,326.7580111,267.6007842,299.8536243,-38.30934294,145.1555074,-38.31876716,145.1309779
118,25902,20912,17.68329361,26.60218833,461.573725,508.1759133,418.8380052,471.573725,-37.8361682,144.9553725,-37.95076648,144.9876966
119,24608,24330,8.71225389,16.41350742,911.876661,948.2901685,889.5610024,921.876661,-37.81932683,144.9679365,-37.78404222,144.8447402
120,24214,26985,9.795868687,16.01584451,797.2805132,833.2963577,754.2160745,807.2805132,-37.76557692,145.1524044,-37.84017288,145.1659559
121,22174,24412,43.47597434,40.6071652,826.5929572,887.2001224,811.6534996,836.5929572,-38.14419449,145.1610089,-37.812307,145.2662965
122,21112,21112,5.633462783,6.259403092,743.4194051,769.6788082,723.977001,753.4194051,-37.84270598,145.0932454,-37.84641494,145.1181986
123,25065,25063,7.010951516,11.0405974,331.6486142,362.6892116,308.1350815,341.6486142,-37.73172675,144.8712756,-37.76286569,144.9339945
124,27076,21892,9.361958754,16.70925884,572.4831242,609.1923831,517.5164995,582.4831242,-37.6787689,145.0235964,-37.72237629,145.0439131
125,21112,23112,23.19310265,33.74532422,381.6503571,435.3956813,358.2718995,391.6503571,-37.83975395,145.0864268,-37.85488935,144.9239286
126,23674,22174,32.51545565,36.43407924,598.1998082,654.6338875,554.8775684,608.1998082,-37.9206558,145.2964834,-38.12539452,145.1859741
127,22311,22674,24.35615166,32.81563011,106.1477852,158.9634153,109.0781431,116.1477852,-37.88156017,145.0301731,-38.02063563,145.1544253
128,23112,27267,34.1144041,37.80025841,767.4191957,825.2194541,773.1758616,777.4191957,-37.84921224,144.8682934,-37.87400088,144.5225107
129,21113,24601,8.320513131,18.13871616,855.0766746,893.2153907,860.085028,865.0766746,-37.82925451,145.0701191,-37.82387738,144.9696386
130,21892,24330,23.52338014,36.13139206,231.7569013,287.8882933,178.8025508,241.7569013,-37.72282894,145.0456533,-37.79171465,144.8779172
131,21892,24601,13.45668123,29.21772955,243.6192417,292.8369712,239.4151782,253.6192417,-37.72803448,145.0334719,-37.82565467,144.9578966
132,24211,25713,14.0888933,22.72407672,725.2279542,767.9520309,703.9537944,735.2279542,-37.75706887,145.240916,-37.69694726,145.1745113
133,27261,27261,10.96673987,12.18526652,260.4821903,292.6674569,254.4718892,270.4821903,-37.83971599,144.7208088,-37.83752111,144.733831
134,25063,25063,5.630719347,6.25635483,802.3091345,828.5654893,743.0644259,812.3091345,-37.74874346,144.9306614,-37.76785,144.8831294
135,22671,23674,11.5652796,17.29436492,732.3895979,769.6839628,676.2980086,742.3895979,-37.9827813,145.2197429,-37.91538446,145.2940141
136,24601,27351,4.975668718,12.36635953,629.4254958,661.7918553,569.6283008,639.4254958,-37.81336485,144.9690587,-37.79496845,145.0062796
137,24601,26352,12.1811191,21.25967319,821.5413187,862.8009919,793.8309348,831.5413187,-37.81071781,144.9852946,-37.86930393,145.0808588
138,22674,21453,29.78952232,37.1598697,116.7118857,173.8717554,58.15691675,126.7118857,-38.01158838,145.1931893,-38.0863368,145.4787381
139,21181,24651,13.01583547,17.61619255,583.8392261,621.4554186,588.7024119,593.8392261,-37.70565559,144.8413664,-37.72442703,144.7114211
140,26984,24411,12.1390371,18.77201076,685.1843186,723.9563294,682.3104025,695.1843186,-37.8397704,145.2284706,-37.78946842,145.279939
141,22174,22174,6.88502239,7.650024878,318.2196143,345.8696391,324.0450872,328.2196143,-38.12314462,145.1206582,-38.14053364,145.1164489
142,25344,25344,16.67396633,18.52662925,759.6045146,798.1311439,749.6818042,769.6045146,-38.39498303,144.922596,-38.40308528,144.9136105
143,20911,22314,5.408568519,8.826569754,569.3659696,598.1925393,523.8265385,579.3659696,-37.91228332,145.0118234,-37.90932775,145.0312936
144,24651,21181,13.04483312,18.15550727,510.0939274,548.2494347,519.8655447,520.0939274,-37.73400885,144.6908697,-37.71685599,144.8229762
145,24971,24971,5.994361,6.660401111,498.5345768,525.1949779,495.5636811,508.5345768,-37.91179958,145.0983897,-37.89985815,145.1153675
146,27452,26981,28.66142407,40.29700387,205.1413761,265.43838,193.3150822,215.1413761,-37.88506719,145.3514115,-37.83281758,145.1488313
147,20661,20661,6.620187375,7.35576375,673.0677628,700.4235266,654.6154091,683.0677628,-37.7519608,145.0712191,-37.75686793,145.0556971
148,23674,27452,17.22771164,24.65778836,259.9825224,304.6403108,260.4076462,269.9825224,-37.92122465,145.2945951,-37.89976992,145.3769953
149,24971,24975,6.76614618,11.54228021,260.9433018,292.4855821,252.1754509,270.9433018,-37.92032918,145.1101436,-37.87209623,145.1235547
150,24608,25344,96.42082178,86.48289064,741.7634962,848.2463869,688.9601919,751.7634962,-37.813958,144.9848947,-38.39582781,144.9588282
151,20661,27351,9.446137637,18.59963145,513.7435093,552.3431407,520.9393672,523.7435093,-37.73693741,145.0762964,-37.79345675,145.0320889
152,23672,23672,7.742508692,8.602787435,232.9775089,261.5802964,190.5232175,242.9775089,-37.85594328,145.3023475,-37.85605688,145.3155686
153,25902,26352,11.49809152,18.68296162,778.7101209,817.3930825,777.4310014,788.7101209,-37.83957372,144.974506,-37.8562783,145.0264647
154,23275,23275,9.428344389,10.47593821,289.2311818,319.70712,290.581013,299.2311818,-37.5664634,144.7359337,-37.56552431,144.7915176
155,24975,24975,7.005550782,7.783945313,532.8560643,560.6400096,533.679571,542.8560643,-37.87952111,145.1660789,-37.88357448,145.1557744
156,21891,21891,5.076000888,5.640000987,880.7933782,906.4333792,883.8763087,890.7933782,-37.75906561,145.0371415,-37.76393764,144.9811687
157,25252,25252,6.046701332,6.718557036,599.0396154,625.7581725,592.7092248,609.0396154,-37.74083829,144.9804208,-37.74729122,144.9709986
158,21891,21891,5.076000888,5.640000987,245.5606815,271.2006825,228.5752393,255.5606815,-37.77375724,145.0385916,-37.76061408,145.0055299
159,27075,21892,9.742474206,17.30916071,173.936407,211.2455677,127.164829,183.936407,-37.66240078,145.0306174,-37.72233857,144.9835862
160,24214,24214,8.226967689,9.14107521,230.1123163,259.2533915,183.1470381,240.1123163,-37.76198852,145.1013145,-37.76863649,145.1026208
161,25902,24601,4.200085696,9.269659696,462.0907041,491.3603638,419.1903987,472.0907041,-37.8405197,144.9688529,-37.82459586,144.9858744
162,22674,22674,11.2754013,12.52822367,810.6167722,843.1449959,780.6964113,820.6167722,-38.01797468,145.1448432,-38.0063805,145.2238231
163,27076,27076,7.572964463,8.414404959,635.8811266,664.2955316,610.5003695,645.8811266,-37.67206406,145.0544844,-37.66509554,145.0121403
164,23271,23271,9.461522169,10.51280241,233.099365,263.6121674,219.6812117,243.099365,-37.67228855,144.9334042,-37.66392516,144.8845642
165,23275,23275,9.428344389,10.47593821,550.3109148,580.786853,497.1238385,560.3109148,-37.57179745,144.7748714,-37.55406736,144.7350652
166,24601,24601,3.533588058,3.926208953,897.3912713,921.3174803,879.8486244,907.3912713,-37.80894052,144.9199163,-37.8252009,144.9512283
167,25902,24214,23.87238778,36.31460524,796.8463417,853.1609469,776.6787872,806.8463417,-37.82833551,144.936529,-37.76803213,145.1503724
168,23431,20911,11.24188024,16.73845976,788.0833037,824.8217634,767.6562541,798.0833037,-37.97678757,145.1114442,-37.91345859,144.9723823
169,27267,27267,12.79566636,14.21740707,538.2825884,572.4999954,512.3009587,548.2825884,-37.88036481,144.5559005,-37.88430438,144.5759923
170,25902,25902,4.512448559,5.013831732,218.2345339,243.2483656,162.7594881,228.2345339,-37.84131432,144.9824782,-37.83976291,144.9874066
171,22671,25345,38.16346922,38.74651324,129.542542,188.2890552,84.89465253,139.542542,-37.992126,145.165872,-38.25592868,145.1039591
172,23674,23674,8.032384258,8.924871398,229.4903432,258.4152146,190.8844893,239.4903432,-37.92820255,145.2495658,-37.92164181,145.2755666
173,24975,23431,14.45368625,23.29188625,543.6788858,586.9707721,493.2400074,553.6788858,-37.8892189,145.1297955,-37.97234517,145.067044
174,24412,24411,6.850778273,11.2422703,468.6414613,499.8837316,476.0473166,478.6414613,-37.82289424,145.245818,-37.80296328,145.3087049
175,21111,21111,5.6648858,6.294317555,804.976509,831.2708265,803.8076282,814.976509,-37.80003178,145.1125182,-37.79458826,145.042153
176,20661,24601,13.07228576,28.46699848,292.0006722,340.4676707,244.4632057,302.0006722,-37.74773311,145.0394497,-37.82467149,144.9431104
177,24975,23431,14.45368625,23.29188625,768.1590573,811.4509436,748.9791048,778.1590573,-37.88084698,145.1697073,-37.96125817,145.0724127
178,24608,24608,8.974677865,9.971864294,429.6525447,459.6244089,380.8646228,439.6525447,-37.8178523,144.9361942,-37.813958,144.966632
179,25065,24601,15.27148871,23.84814945,185.7800891,229.6282386,143.8312334,195.7800891,-37.7486343,144.8751873,-37.81207915,144.9415158
180,25252,25252,6.046701332,6.718557036,738.5660664,765.2846234,716.4650007,748.5660664,-37.73359291,144.9507047,-37.72774377,144.9312806
181,22174,22171,10.34635933,14.16207479,777.765672,811.9277468,736.5279612,787.765672,-38.14171579,145.1479457,-38.13558982,145.1648241
182,25901,22311,5.913101571,10.17151934,318.0479097,348.2194291,301.1237708,328.0479097,-37.8783956,145.0215777,-37.89035,145.0491725
183,23673,23672,7.766040179,12.07856548,148.6453848,180.7239503,112.249207,158.6453848,-37.87794892,145.2624409,-37.86029788,145.3017664
184,24608,24214,21.2150769,31.11472862,640.8957946,692.0105232,608.8277386,650.8957946,-37.8043546,144.9661972,-37.76833431,145.1538558
185,20661,20662,12.61501884,19.49624312,542.48358,581.9798231,514.3990378,552.48358,-37.74512855,145.0535211,-37.71782561,145.1030305
186,25715,25715,8.155752081,9.061946757,655.7784527,684.8403995,639.7493611,665.7784527,-37.66922638,145.1523868,-37.65389874,145.1471617
187,24605,21111,15.1964501,27.54897851,767.8484205,815.397399,729.1696592,777.8484205,-37.83075314,144.9906543,-37.80925552,145.126301
188,20911,20911,3.944466667,4.382740741,760.3173734,784.7001141,701.5426734,770.3173734,-37.90701358,144.9752824,-37.91251079,144.9990631
189,24975,24975,7.005550782,7.783945313,627.0206021,654.8045474,567.938561,637.0206021,-37.87838465,145.1543231,-37.89043113,145.1052679
190,23434,22671,14.90847562,21.35476094,203.6934717,245.0482326,194.9801901,213.6934717,-38.04702811,145.1629219,-37.99789996,145.221921
191,25344,25344,16.67396633,18.52662925,339.9227082,378.4493374,299.9953491,349.9227082,-38.40009014,144.9707123,-38.40727081,144.9441904
192,27453,27456,18.21210371,22.87077778,828.145417,871.0161948,814.346617,838.145417,-37.77179116,145.3757761,-37.77649114,145.4291995
193,25901,25901,4.063423313,4.514914792,237.0540692,261.568984,182.1427512,247.0540692,-37.85953675,145.0005546,-37.87513885,144.9689475
194,25341,25341,15.21394815,16.90438683,712.0317784,748.9361652,706.6214619,722.0317784,-38.29934407,145.1222693,-38.3009914,145.1106577
195,20744,21616,100.1523992,90.33830719,458.9462972,569.2846044,436.0909037,468.9462972,-38.51549109,145.5693952,-37.98299802,145.2536074
196,24211,24211,9.779828706,10.86647634,475.6718156,506.538292,433.5908448,485.6718156,-37.74510176,145.2108527,-37.7449885,145.2189858
197,27453,27453,14.79074134,16.43415704,532.5059394,568.9400965,536.6642655,542.5059394,-37.77636145,145.317637,-37.7648413,145.3363869
198,21892,20661,8.103740049,14.37527269,571.3165531,605.6918258,520.9045403,581.3165531,-37.73252331,144.9980878,-37.74078763,145.0285698
199,22174,25344,41.21162347,36.84777297,671.5848604,728.4326333,633.0272224,681.5848604,-38.13660586,145.1389466,-38.40427566,144.94506
